sponsor,effective_date,call_type,operator_tadig,operator_name,country_name,bparty_iso,bparty_prefix,bparty_name,currency,setup_charge,traffic_interval_1,traffic_interval_n,traffic_interval_unit,traffic_charge_1,traffic_charge_n,traffic_charge_unit
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"882",International networks shared code,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"88216",Thuraya (Shared code),GBP,,60,60,seconds,9.2000000000000000,9.2000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"883",International networks shared code,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"886",Taiwan,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"888",Telecomm for disaster relief (tdr),GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"90",Turkey,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"91",India,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"92",Pakistan,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"93",Afghanistan,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"94",Sri Lanka,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"95",Myanmar,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"960",Maldives,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"961",Lebanon,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"962",Jordan,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"963",Syrian Arab Republic,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"964",Iraq,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"965",Kuwait,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"966",Saudi Arabia,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"967",Yemen,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"968",Oman,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"970",Palestinian territory,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"971",United Arab Emirates,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"972",Israel,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"973",Bahrain,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"974",Qatar,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"975",Bhutan,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"976",Mongolia,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"977",Nepal,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"979",Int. Premium Rate Services (IPRS),GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"98",Iran,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"991",Trial shared code,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"992",Tajikistan,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"993",Turkmenistan,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"994",Azerbaijan,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"995",Georgia,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"996",Kyrgyzstan,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRCN,Virgin Media O2,United Kingdom,,"998",Uzbekistan,GBP,,1,1,seconds,0.03064175000000000000,0.03064175000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1",United States,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1204",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1226",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1236",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1242",Bahamas,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1246",Barbados,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1249",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1250",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1257",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1263",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1264",Anguilla,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1268",Antigua and Barbuda,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1273",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1284",Virgin islands (British),GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1289",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1306",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1340",Virgin islands (US),GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1343",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1345",Cayman Islands,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1354",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1365",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1367",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1368",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1382",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1387",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1403",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1416",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1418",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1428",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1431",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1437",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1438",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1441",Bermuda,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1450",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1460",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1468",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1473",Grenada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1474",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1487",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1506",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1514",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1519",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1537",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1548",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1568",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1579",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1581",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1584",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1587",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1600",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1604",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1613",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1622",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1639",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1647",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1649",Turks and Caicos islands,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1658",Jamaica,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1664",Montserrat,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1670",Northern Mariana Islands,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1671",Guam,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1672",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1683",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1684",American Samoa,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1705",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1709",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1721",Sint Maarten,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1742",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1753",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1758",Saint Lucia,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1767",Dominica,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1778",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1780",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1782",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1784",Saint Vincent and the Grenadines,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1787",Puerto Rico,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1807",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1809",Dominican Republic,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1819",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1825",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1829",Dominican Republic,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1849",Dominican Republic,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1851",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1867",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1868",Trinidad and Tobago,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1869",Saint Kitts and Nevis,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1871",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1873",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1876",Jamaica,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1879",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1902",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1905",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1939",Puerto Rico,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"1942",Canada,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"20",Egypt,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"211",South Sudan,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"212",Morocco,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"2125288",Western Sahara,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"2125289",Western Sahara,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"213",Algeria,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"216",Tunisia,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"218",Libya,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"220",Gambia,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"221",Senegal,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"222",Mauritania,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"223",Mali,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"224",Guinea,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"225",Cote d Ivoire,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"226",Burkina Faso,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
TELZ4,2023-11-01,VOICE_MO,GBRHU,Hutchison 3G UK Ltd,United Kingdom,,"227",Niger,GBP,,1,1,seconds,0.23000000000000000000,0.23000000000000000000,minutes
